Channel,Cons_12m,Cons_gas_12m,Forecast_discount_energy,Has_gas,Imp_cons,Margin_net,Net_margin,Origin,Pow_max,Churn,contract_modification_interval,contract_interval,price_off_peak_fix,price_mid_peak_fix,avg_price_annual,avg_price_6_months,avg_price_3_months
BB,3529,0,0,0,0,14.53,25.43,A,15,0,0,6,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
BB,29552,0,0,0,0,21.52,44.49,A,13.2,0,0,6,44.26693,0,0.14887133737405142,0.1479144309248243,0.14678800106048584
FF,7806,0,0,0,0,11.06,100.77,A,11.42,0,0,5,44.26693,0,0.1496236634751161,0.14837842753955297,0.14725250005722046
FF,199,0,0,0,0,33.12,2.99,B,13.2,0,0,5,44.26693,0,0.14599949990709624,0.14463385939598083,0.1433590054512024
BB,14337,0,0,0,352.11,36,167.24,A,24,0,0,6,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,22055,0,0,0,130.92,15.5,75.64,A,11,0,0,5,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
DD,29938,0,0,0,634.5,31.21,308.33,E,23.1,0,2,4,40.565968,16.226389,0.12139158447583516,0.11991671579224723,0.11758500337600708
GG,20628,0,0,0,412.34,17.13,253.65,E,10.35,0,2,3,44.26693,0,0.14542008439699808,0.14448157378605433,0.14339325204491615
DD,9533,0,0,0,137.87,36.24,138.86,A,14.49,1,1,4,44.26693,0,0.1449548304080963,0.1436775667326791,0.14249399304389954
FF,16411,0,0,0,0,28.02,22.94,B,13.856,0,0,5,44.26693,0,0.15016958490014076,0.14946028590202332,0.1483372487127781
AA,36055,0,0,0,0,24.72,25.96,A,12.5,1,6,7,44.26693,0,0.1491998371978601,0.1474604308605194,0.14544500038027763
BB,36903,0,0,0,0,37.63,165.6,A,20.785,0,1,4,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
BB,561,0,0,0,6.39,23.76,9.88,E,10.392,0,2,4,44.44471,0,0.15092633292078972,0.14986085891723633,0.14858600497245789
AA,90849,0,0,0,144.9,21.05,139.56,E,19.8,0,0,6,40.565968,16.226389,0.1254740015914043,0.12263828622443336,0.11991599947214127
FF,14352,0,0,0,190.28,3.84,149.74,A,14.49,0,4,5,44.26693,0,0.1502983346581459,0.1487649998494557,0.14712049812078476
BB,10916,0,0,0,0,15.16,126.93,E,10.392,0,0,4,44.26693,0,0.1449903299411138,0.14373842307499476,0.14249399304389954
FF,18687,0,0,0,0,19.28,161.01,E,13.2,0,0,4,44.26693,0,0.1677971656123797,0.16752014415604727,0.16663800179958344
BB,10316,0,0,0,0,16.66,113.01,A,13.2,0,0,6,44.26693,0,0.14497258017460504,0.14370799490383693,0.14249399304389954
AA,5549,2937,0,1,0,21.48,7.99,E,10.392,1,0,6,44.26693,0,0.15055983265240988,0.14887485333851405,0.147599995136261
BB,31732,32740,0,1,5.43,20.34,9.46,A,11,0,0,4,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
DD,41067,0,0,0,0,33.36,0,A,13.32,0,0,5,44.26693,0,0.1506431686381499,0.14925785788467952,0.14798299968242645
AA,99044,0,0,0,263.78,20.26,353.51,E,15.001,0,0,4,40.565968,16.226389,0.12519333325326443,0.12224771401711873,0.11991599947214127
BB,4035,0,0,0,0,34.68,64.23,B,13.856,0,5,6,44.26693,0,0.15060483540097871,0.14909385783331736,0.14769599959254265
FF,11924,0,0,0,187.65,16.8,91.01,A,13.856,1,4,5,44.26693,0,0.165287334471941,0.16335757289613997,0.1610410027205944
BB,17670,0,24,0,206,45.45,168.05,A,20.79,0,2,4,41.06397,16.72439,0.15970616787672043,0.15689143112727574,0.15282250195741653
FF,6125,0,0,0,0,21.52,93.64,A,13.2,0,0,4,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,12165,0,0,0,0,25.7,186.28,A,13.856,1,0,4,44.26693,0,0.14998416726787886,0.14986085891723633,0.14858600497245789
BB,5290,0,0,0,91.62,22.89,76.24,A,13.856,0,4,6,44.44471,0,0.149640670667092,0.1486168588910784,0.14788949862122536
BB,11464,0,0,0,0,29.52,187.16,A,13.1,0,3,5,44.26693,0,0.14790899927417436,0.146552283849035,0.14515549689531326
AA,5286,0,0,0,0,26.2,53.04,E,15,0,0,4,44.26693,0,0.16677449767788252,0.16611414296286448,0.166082501411438
BB,4798,3441,0,1,44.94,18.54,67.68,E,16.5,0,3,4,40.565968,16.226389,0.12539458523193994,0.12258500073637281,0.11991599947214127
BB,75156,0,0,0,195.72,3.9,252.92,E,20.785,0,3,4,40.565968,16.226389,0.12352825204531352,0.12229557122503008,0.11692224815487862
DD,1941,0,0,0,49.34,14.57,28.84,B,10.35,0,0,6,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,10336,0,0,0,164.58,21.48,149.49,A,10.392,0,2,4,44.44471,0,0.14847916488846144,0.1473078578710556,0.14603300392627716
DD,3302,0,0,0,0,27.32,57.31,B,13.2,0,0,6,44.26693,0,0.15055983265240988,0.14887485333851405,0.147599995136261
AA,13473,0,0,0,0,16.92,14.21,E,10.392,0,0,6,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,14827,0,0,0,144.77,15.12,92.61,E,13.2,0,6,7,44.26693,0,0.1478960836927096,0.14647042751312256,0.14501524716615677
BB,82303,0,0,0,0,27.14,202.1,A,13.2,0,2,5,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
AA,6046,0,0,0,0,33.12,92.23,B,13.2,0,5,6,44.44471,0,0.15130400036772093,0.14986085891723633,0.14858600497245789
BB,13666,0,0,0,109.81,27.27,170.49,E,19,0,0,3,40.565968,16.226389,0.12524616780380407,0.12224771401711873,0.11991599947214127
FF,1264,0,0,0,8.35,41.56,16.62,A,20.785,0,0,4,40.565968,16.226389,0.12707208593686423,0.12424357235431671,0.12119249999523163
AA,4266,0,0,0,0,23.76,66.43,E,10.39,1,0,6,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,4665,0,0,0,71.25,21.48,77.69,A,10.392,0,2,4,44.26693,0,0.14555233096083006,0.14521785506180354,0.14394299685955048
DD,7105,0,0,0,179.85,37.56,115.84,A,15,0,5,6,44.26693,0,0.15046033511559168,0.14884614305836813,0.14726249873638153
BB,809,1121,0,1,24.56,20.36,13.67,A,12.5,0,0,4,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,3112,0,0,0,0,33.12,52.1,A,13.2,1,0,4,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
BB,36849,0,0,0,45.06,22.52,48.38,A,13.856,0,0,6,44.26693,0,0.14887133737405142,0.1479144309248243,0.14678800106048584
BB,3183,0,0,0,0,21.8,54.56,A,12.5,0,1,4,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
BB,4332,0,0,0,34.03,31.32,43.99,A,19.8,0,3,4,40.565968,16.226389,0.12502175259093443,0.1218630022236279,0.11933600157499313
DD,16435,0,0,0,0,19.28,223.19,E,10.392,0,1,3,44.44471,0,0.14809249838193259,0.14632185229233333,0.14504699409008026
BB,15110,0,0,0,0,27.03,212.27,A,13.15,0,0,4,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
BB,9699,0,30,0,0,37.56,149.63,A,12.5,0,3,4,45.760933,0,0.18972949807842573,0.18871285447052547,0.1874379962682724
BB,8566,0,0,0,53.73,16.92,76.24,A,10.392,0,2,4,44.26693,0,0.16493758683403334,0.16447729085172927,0.16315500438213348
FF,2667,0,0,0,0,17.82,30.43,A,15,0,0,5,44.26693,0,0.1449548304080963,0.1436775667326791,0.14249399304389954
BB,4319,0,0,0,22.03,28.36,33.92,A,17.9,0,4,5,40.565968,16.226389,0.12400558590888977,0.12012100219726562,0.11759400367736816
AA,4809,0,0,0,0,16.92,72.36,E,10.392,0,0,5,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,14356,0,0,0,340.95,23.4,191.6,E,10.392,1,3,4,44.26693,0,0.14748716354370117,0.14601013915879385,0.14446699619293213
BB,36849,0,0,0,39.06,25.56,50.92,A,13.856,0,0,6,44.26693,0,0.14895792057116827,0.1480628592627389,0.14678800106048584
BB,29156,0,0,0,431.15,15.84,344.57,A,17.321,0,2,3,40.728886,16.291555,0.1238276648024718,0.1207749992609024,0.11817499995231628
FF,6014,0,0,0,170.96,14.22,76.83,A,12.5,0,4,5,44.26693,0,0.14972108354171118,0.14777542650699615,0.14538874477148056
BB,14225,0,0,0,0,29.76,211.5,E,13.2,0,2,4,44.26693,0,0.14569166551033655,0.14463385939598083,0.1433590054512024
FF,2914,0,0,0,0,26.73,45.19,B,13.2,0,3,5,44.44471,0,0.1512566643456618,0.1499771433217185,0.14878950268030167
FF,7183,0,0,0,235.44,33.12,97.28,A,13.2,1,3,4,44.26693,0,0.1449249970416228,0.14285642760140554,0.1411135010421276
BB,18567,5027,0,1,209.23,22.44,181.56,A,15.01,0,2,4,40.565968,16.226389,0.12198174744844437,0.11912871258599418,0.11585349962115288
BB,3937,0,0,0,26.17,25.92,37.07,A,16.4,0,0,4,40.565968,16.226389,0.12536008469760418,0.12244300012077604,0.11991599947214127
BB,38628,0,0,0,34.98,8.96,36.78,A,12,0,1,4,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
BB,518,0,0,0,0,18.56,6.84,B,11.4,1,4,6,44.44471,0,0.14966308077176413,0.14884742668696813,0.147599995136261
FF,12387,0,0,0,0,18.27,162.92,B,11,0,0,5,44.26693,0,0.14832535792480817,0.1465872802904674,0.14504699409008026
DD,7407,0,0,0,56.83,16.86,81.77,E,15.01,0,3,4,40.565968,16.226389,0.12344841783245404,0.11958042851516179,0.1164340004324913
BB,22509,0,0,0,94.91,21.48,108.88,A,10.392,0,2,4,44.44471,0,0.15025941655039787,0.14887485333851405,0.147599995136261
FF,20775,0,0,0,0,20.52,69.14,B,13.2,0,4,5,44.26693,0,0.14924017091592154,0.14695100486278534,0.14394600689411163
BB,8247,0,0,0,0,21.78,12.65,A,10.392,0,2,4,44.26693,0,0.1672555829087893,0.16628328604357584,0.1653899997472763
BB,77116,0,0,0,0,32.64,237.92,A,14.49,0,2,5,44.26693,0,0.1465558297932148,0.1454775674002511,0.1445774957537651
BB,5700,0,0,0,184.73,23.76,82.98,A,11.5,0,4,5,44.26693,0,0.1482311673462391,0.14730685949325562,0.14603200554847717
FF,20840,0,0,0,0,8.98,159.11,A,10.392,0,3,4,44.26693,0,0.16738583023349443,0.16578357134546554,0.16463474929332733
BB,94191,0,0,0,43.45,26.04,49.66,A,10.392,1,0,6,44.26693,0,0.14895792057116827,0.1480628592627389,0.14678800106048584
BB,10757,0,0,0,60.12,15.53,90.35,A,17.321,0,4,7,40.565968,16.226389,0.12665849924087524,0.12714600137301854,0.12504950165748596
FF,7967,27811,0,1,59.82,41.16,96.2,A,16.5,0,3,5,40.565968,16.226389,0.12520591852565607,0.12117128606353487,0.1188490018248558
BB,19518,0,0,0,137.88,34.56,214.77,A,23.1,1,0,5,40.565968,16.226389,0.12269558136661847,0.12035242787429265,0.11817499995231628
BB,3576,0,0,0,91.82,21.52,52.53,E,13.2,0,2,3,44.26693,0,0.14854958405097327,0.14703457483223506,0.1458590030670166
GG,4972,0,0,0,0,25.56,72.78,E,13.856,0,0,3,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
BB,7248,0,0,0,0,16.06,105.87,A,11.4,0,0,5,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,19192,32330,0,1,0,11.42,265.66,B,13.2,0,0,7,44.26693,0,0.14678883676727614,0.14558300375938416,0.14452800527215004
BB,24327,1055,0,1,0,27.14,210.24,A,13.2,0,0,3,44.26693,0,0.16673841824134192,0.1653482892683574,0.16402600705623627
BB,4427,0,0,0,130.73,24.78,70.86,A,15,0,0,5,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
BB,22284,0,0,0,0,20.43,0.86,A,11.085,0,0,4,44.26693,0,0.14895792057116827,0.1480628592627389,0.14678800106048584
BB,5025,0,0,0,0,10.36,51.09,B,13.856,1,0,7,44.26693,0,0.16896749784549078,0.16780856890337809,0.16687949746847153
BB,6504,1428,0,1,63.5,14.64,48.32,A,10.392,0,2,4,44.26693,0,0.16785416876276335,0.16782500062670028,0.1677969992160797
BB,7201,0,0,0,0,14.22,88.71,A,12.5,0,5,6,44.26693,0,0.15000933408737183,0.14826957029955729,0.14625349640846252
BB,3888,0,0,0,0,12.36,56.1,A,10.392,0,0,5,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
AA,12263,0,0,0,15.73,13.1,153.16,E,10.392,0,2,3,44.26693,0,0.14660908157626787,0.14602442511490413,0.14504699409008026
BB,10099,0,0,0,87.55,19.96,114.4,A,16,0,2,3,40.565968,16.226389,0.1227555808921655,0.12045528420380183,0.11817499995231628
DD,5946,0,0,0,159.89,18.62,84.47,B,13.2,0,0,6,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
DD,20910,0,0,0,0,5.52,69.17,E,10.392,0,2,4,44.26693,0,0.14768483117222786,0.14685213991573878,0.14594049751758575
BB,2299,0,0,0,17.92,41.16,22.83,A,16.5,0,0,6,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
FF,3209,0,0,0,41.15,21.72,43.53,A,13.15,0,4,5,44.26693,0,0.1496246693034967,0.14761014495577132,0.14596950262784958
BB,6620,5073,0,1,0,22.02,111.07,A,11.951,0,3,4,44.26693,0,0.1476525031030178,0.14748286136559077,0.1462080031633377
BB,100955,0,0,0,11.32,31.16,15.79,A,19.72,0,0,4,40.565968,16.226389,0.1227555808921655,0.12045528420380183,0.11817499995231628
BB,2059,2137,0,1,0,26.73,26.75,A,13.2,0,4,5,44.26693,0,0.14841816946864128,0.14628814373697555,0.1444074995815754
FF,3335,0,0,0,111.28,18.15,48.32,A,11,1,0,5,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
DD,15651,0,0,0,0,29.76,202.38,B,13.2,0,5,6,44.26693,0,0.15326566994190216,0.15418443083763123,0.15353400260210037
BB,26766,0,0,0,0,4.38,341.68,A,23.01,0,4,5,40.728886,16.291555,0.12478050217032433,0.12151971459388733,0.11908374913036823
BB,18178,950,0,1,0,25.56,53.44,E,13.856,0,0,3,44.26693,0,0.16853566964467367,0.16737828935895646,0.16605600714683533
BB,8371,2467,0,1,85.87,15.72,92.64,B,13.2,0,6,7,44.26693,0,0.14473891630768776,0.1441402861050197,0.14330600202083588
DD,1333,0,0,0,0,21.52,20.1,B,13.2,0,0,6,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,3162,0,0,0,51.63,30.9,36.05,A,19.8,0,0,7,40.565968,16.226389,0.12406833097338676,0.12156999962670463,0.1191132515668869
DD,480,7159,0,1,3.86,30.98,8.44,A,15,0,0,4,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
BB,4427,0,0,0,0,25.56,63.57,A,13.856,0,4,5,44.26693,0,0.15016400068998337,0.14829485544136592,0.14701999723911285
BB,5234,4586,0,1,0,12.3,40.65,E,10.35,0,4,7,44.26693,0,0.14895792057116827,0.1480628592627389,0.14678800106048584
AA,7653,0,0,0,0,14.68,80.02,E,10.392,0,0,4,44.26693,0,0.1689226639767488,0.16773171084267752,0.16674499586224556
FF,3436,0,0,0,0,34.68,68.8,A,13.856,0,0,4,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
BB,3098,0,0,0,0,10.08,37.82,A,10.392,0,4,5,44.26693,0,0.1476553293565909,0.14500414047922408,0.14337049797177315
BB,7240,0,0,0,43.8,14.16,56.88,A,15.78,0,4,5,40.565968,16.226389,0.1252625019599994,0.12227571542773928,0.11980550177395344
DD,10848,0,0,0,0,14.04,149.06,B,13.2,0,0,6,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
AA,94823,0,0,0,0,33.12,97.62,B,13.2,0,4,6,44.26693,0,0.15045183524489403,0.14892985778195517,0.14740899950265884
BB,4791,0,0,0,153.65,30.22,72.21,B,13.2,0,0,6,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
AA,1891,0,0,0,0,21.09,25.39,E,10.392,1,0,4,44.26693,0,0.1463684986035029,0.14533100170748575,0.14457900449633598
BB,9100,0,0,0,0,21.38,64.17,E,10.35,0,1,3,44.26693,0,0.1453546645740668,0.14521785506180354,0.14394299685955048
BB,7284,2813,0,1,127.9,22.52,85.65,A,13.856,0,3,5,44.26693,0,0.14383432765801749,0.14340813670839583,0.14249399304389954
BB,38794,0,0,0,0,3.68,183.25,E,13.8,0,6,7,44.26693,0,0.1471144954363505,0.14579056629112788,0.14451849460601807
FF,722,0,0,0,0,10.03,10.39,A,10.35,0,0,5,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
BB,14576,0,0,0,159.62,12.48,67.97,A,10.5,0,3,4,44.26693,0,0.1456753338376681,0.1434255689382553,0.1435379981994629
BB,20843,5753,0,1,171.99,16.44,230.77,A,26.3,0,0,6,40.565968,16.226389,0.12269558136661847,0.12035242787429265,0.11817499995231628
FF,4237,0,0,0,0,17.1,49.57,B,11,0,4,5,44.26693,0,0.14957658698161444,0.14752771811825888,0.14495525509119034
BB,10263,26555,0,1,191.36,4.04,133.81,A,15,0,4,5,44.26693,0,0.1501545843978723,0.14851857083184378,0.1466892473399639
DD,3299,12913,0,1,0,24.2,42.26,E,13.856,0,3,4,44.44471,0,0.1484713281194369,0.14619713808809007,0.14493099600076675
AA,4986,0,0,0,192.88,25.56,55.96,E,13.856,0,0,6,44.26693,0,0.16995708271861076,0.16853928778852736,0.16721700131893158
DD,14564,0,0,0,0,19.28,129.16,B,13.2,0,0,5,44.26693,0,0.16822816555698714,0.16722757475716726,0.16605600714683533
BB,29353,0,0,0,0,27.8,197.04,A,13.5,0,0,6,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
BB,78486,0,0,0,249.81,22.24,245.53,A,24.249,0,2,3,40.565968,16.226389,0.12449308298528194,0.12219528534582683,0.11991599947214127
BB,20101,0,0,0,0,31.64,116.41,A,13.856,0,3,4,44.26693,0,0.147920660674572,0.1458735657589776,0.14469799399375916
FF,5607,0,28,0,296.27,41.67,64.44,A,13.2,0,4,5,44.44471,0,0.15521816536784172,0.1627867136682783,0.17468849942088127
AA,5991,45560,0,1,166.08,23.36,74.86,A,15,0,3,4,44.26693,0,0.1490515855451425,0.14762557191508158,0.1461697481572628
BB,13593,0,0,0,109.56,39.6,150,A,19.8,0,0,5,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,20105,0,0,0,45.42,24.72,250.09,A,16.5,1,0,3,40.565968,16.226389,0.1279144169141849,0.12571971437760762,0.12338799983263016
BB,2872,0,0,0,120.96,17.82,32.54,A,15,0,3,4,44.26693,0,0.14757791285713515,0.14487142648015702,0.14416174963116646
BB,6220,0,0,0,0,15.12,78.59,B,13.2,0,6,7,44.26693,0,0.14929683754841486,0.14762671717575618,0.14573600143194199
BB,17005,0,0,0,133.67,28.08,202.85,E,26.4,0,2,3,40.565968,16.226389,0.12437541658679645,0.12108671452317919,0.11875499784946442
BB,5787,0,0,0,0,22.52,41.71,E,13.856,0,2,3,44.26693,0,0.14941082894802094,0.14877556690147944,0.147599995136261
BB,3054,0,0,0,0,21.48,48.73,A,10.392,0,0,4,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
BB,11468,0,0,0,26.5,23.04,135.83,A,26.327,1,5,6,40.565968,16.226389,0.12441558452943961,0.1211555717246873,0.11817499995231628
DD,7691,17323,0,1,0,10.08,66.55,B,10.392,0,5,6,44.26693,0,0.1658148318529129,0.16143828630447388,0.16350699961185455
BB,2687,0,0,0,23.73,19.5,34.64,A,17.321,0,3,4,40.565968,16.226389,0.12470008494953315,0.12131157198122569,0.11817499995231628
BB,8545,0,28,0,0,33.84,95.39,A,10.392,0,3,4,45.760933,0,0.18972949807842573,0.18871285447052547,0.1874379962682724
BB,12933,0,0,0,224.59,24.96,95.18,A,15.78,0,3,4,40.565968,16.226389,0.12474841624498367,0.12139442563056946,0.11875499784946442
DD,1059,0,0,0,0,9.4,15.12,A,12.5,0,1,4,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
DD,7186,0,0,0,69.68,10.08,76.15,A,10.392,0,2,5,44.26693,0,0.1449903299411138,0.14373842307499476,0.14249399304389954
BB,2932,0,0,0,82.5,33,49.05,A,13.164,0,2,3,44.26693,0,0.150306752572457,0.14868114462920598,0.14697375148534775
BB,4850,0,0,0,134.71,24.78,75.22,A,15,0,0,6,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
BB,23278,0,0,0,181.82,25.4,263.06,A,27.71,0,0,6,40.565968,16.226389,0.1227555808921655,0.12045528420380183,0.11817499995231628
FF,13847,0,0,0,235.63,13.1,140.56,A,10.392,0,0,5,44.26693,0,0.1675404148797194,0.16708000004291534,0.16663800179958344
BB,377,0,0,0,0,7.32,4.76,A,13.856,0,2,4,44.26693,0,0.14797833065191904,0.14685213991573878,0.14594049751758575
DD,13288,0,0,0,173.92,28.08,143.8,A,17.321,0,0,4,40.565968,16.226389,0.12281558041771252,0.12050671236855644,0.11817499995231628
FF,23825,0,0,0,0,20.2,365,A,13.856,0,0,4,44.26693,0,0.14730783303578696,0.14622413899217332,0.14504699409008026
BB,48916,23714,0,1,201.95,16.56,203.97,E,26.4,0,3,4,40.565968,16.226389,0.12256266735494137,0.11799900127308709,0.11417499929666519
DD,14095,0,0,0,0,10.08,49.03,B,10.392,0,2,4,44.26693,0,0.14425274978081384,0.14335542491504125,0.14249399304389954
BB,7140,0,0,0,33.31,18.54,41.57,A,16.5,0,5,6,40.565968,16.226389,0.1250094175338745,0.12184185641152519,0.11875499784946442
BB,11352,1717,0,1,0,20.2,160.48,A,13.856,0,3,4,44.26693,0,0.14810100197792053,0.14783242770603724,0.14701999723911285
BB,4649,0,0,0,64.44,12.3,62.72,A,10.35,0,0,6,44.26693,0,0.14869817097981772,0.1476175742489951,0.14678800106048584
BB,1357,0,0,0,0,18.62,18.94,B,13.2,0,0,6,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
FF,1625,0,0,0,0,34.68,26.23,A,13.856,0,0,5,44.26693,0,0.1506431686381499,0.14925785788467952,0.14798299968242645
FF,24908,0,0,0,147.34,15.78,73.78,B,13.856,0,3,4,44.26693,0,0.1494328329960505,0.14728128271443502,0.1445239931344986
BB,13918,0,0,0,85.57,46.2,183.78,A,23.1,0,0,5,40.565968,16.226389,0.1279144169141849,0.12571971437760762,0.12338799983263016
BB,922,0,0,0,0,31.32,15.03,A,12.5,1,0,5,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
BB,53987,0,0,0,0,5.06,130.32,A,13.2,0,0,6,44.26693,0,0.14930900434652963,0.14844786056450435,0.14717300236225128
DD,10576,11079,0,1,0,21.34,139.86,A,10.392,0,3,4,44.26693,0,0.14837650085488954,0.14730685949325562,0.14603200554847717
BB,16296,0,0,0,0,0.72,194.31,A,17.321,0,5,6,40.565968,16.226389,0.12378799604872863,0.12117328281913485,0.11885099858045578
FF,3251,0,0,0,0,7.02,21.48,E,13.2,0,4,5,44.44471,0,0.1490085832774639,0.14789128303527832,0.14587874710559845
BB,29096,0,0,0,614.62,28.08,322.47,B,26.4,0,4,5,40.565968,16.226389,0.12371841569741567,0.12103371322154999,0.11875499784946442
BB,37046,0,28,0,113.13,36.36,60.63,A,10.39,0,3,4,45.760933,0,0.1900408317645391,0.18871285447052547,0.1874379962682724
AA,1996,0,0,0,0,16.84,24.2,E,10.35,0,0,6,44.26693,0,0.17083566139141718,0.17004542265619552,0.16895799338817596
BB,3296,0,0,0,0,12.82,39.04,A,13.2,0,5,6,44.26693,0,0.14731741324067116,0.14442485570907593,0.14337049797177315
FF,7374,0,0,0,195.28,30,110.82,A,13.15,0,0,5,44.26693,0,0.14645633225639662,0.14521785506180354,0.14394299685955048
DD,39153,0,0,0,0,20.37,203.62,E,15.1,0,0,4,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
DD,140,0,0,0,2.74,28.6,1.67,E,13.856,0,0,3,44.26693,0,0.17051166792710623,0.16912028406347548,0.1677979975938797
BB,16764,256,0,1,82.39,43.32,99.96,A,17.321,1,2,3,40.565968,16.226389,0.1227555808921655,0.12045528420380183,0.11817499995231628
BB,3415,0,0,0,0,23.4,42.04,A,20.785,0,4,5,40.565968,16.226389,0.12442966923117638,0.12084800217832838,0.11759400367736816
AA,18559,14588,0,1,163.64,23.4,243.35,E,17.321,0,0,3,40.565968,16.226389,0.12562457968791327,0.12397871272904533,0.12164700031280518
FF,9407,0,0,0,161.48,23.76,129.88,A,10.392,0,2,4,45.760933,0,0.16054708510637283,0.14986085891723633,0.14858600497245789
BB,8602,0,0,0,101.7,24.42,126.93,A,13.2,0,4,5,44.26693,0,0.14736350253224373,0.14748286136559077,0.1462080031633377
FF,1394,0,0,0,60.84,24.42,14.76,A,13.2,0,3,4,44.26693,0,0.1469004973769188,0.14632185229233333,0.14504699409008026
BB,11777,0,0,0,0,3.88,164.94,A,14.341,0,3,4,44.26693,0,0.1478514994184176,0.1463868554149355,0.1448659971356392
FF,18543,0,0,0,0,25.7,238.44,A,13.856,0,2,4,44.26693,0,0.1452211638291677,0.14521785506180354,0.14394299685955048
BB,53063,17886,0,1,92.94,19.56,73.26,E,16.5,0,6,7,40.565968,16.226389,0.12373691300551097,0.12108571188790458,0.1186977494508028
AA,8000,163301,0,1,98.22,16.92,90.03,B,13.2,0,6,7,44.44471,0,0.1498921662569046,0.14821871263640268,0.14632199704647064
BB,2943,0,0,0,0,30.22,46.26,A,13.2,0,0,4,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,6587,13604,0,1,0,25.56,99.69,A,13.856,0,4,5,44.44471,0,0.14958282932639122,0.14829485544136592,0.14701999723911285
BB,7228,0,0,0,100.34,21.96,80.52,A,16.5,0,0,6,40.565968,16.226389,0.12397108102838199,0.12140328543526786,0.11882150173187256
BB,24971,0,0,0,0,25.92,343.15,A,17.321,0,0,4,40.565968,16.226389,0.1259699147194624,0.12347071192094258,0.12113899737596512
BB,8751,13062,0,1,0,18.62,76.95,E,13.2,0,0,7,44.26693,0,0.14497258017460504,0.14370799490383693,0.14249399304389954
BB,9,7436,0,1,0,32.28,0.12,A,17.25,0,0,5,40.565968,16.226389,0.12416558091839154,0.1217367138181414,0.11940500140190125
FF,3597,0,0,0,0,16.13,37.24,A,11.43,0,2,4,44.26693,0,0.14783083399136862,0.14761714424405778,0.14678800106048584
AA,9231,8778,0,1,45.23,23.4,57.93,B,15.001,0,6,7,40.565968,16.226389,0.12426616934438546,0.12356057230915342,0.12433074973523617
BB,10696,4168,0,1,208.89,4.04,146.3,A,15,0,4,5,44.26693,0,0.14761158203085264,0.14597556846482412,0.14414624497294426
BB,40274,2055098,24,1,599.08,45.36,351.39,A,16.5,0,1,3,41.06397,16.72439,0.15387866894404092,0.153730713895389,0.15139900147914886
BB,6057,0,0,0,0,10.94,104.84,A,11.42,0,0,7,44.26693,0,0.14861158778270087,0.14746914591108048,0.14652825146913528
FF,8189,0,0,0,100.66,19.2,60.95,B,10.392,0,0,5,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
BB,57995,0,0,0,354.15,11.95,169.67,B,13.856,0,6,7,44.26693,0,0.14567924911777178,0.1457522852080209,0.1439489983022213
AA,8705,0,0,0,56.01,17.1,52.27,E,10.35,0,0,6,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
